日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門(含包燈)(度),服務業部門(含包燈)用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),工業部門售電量(度),工業部門用電佔比(%),合計售電量(度),縣市用電佔比(%)
2017年11月,桃園市,374071267,0.1572,411228133,0.1728,2449287,0.001,1592473445,0.669,2380222132,0.1273
2017年11月,台中市,574534748,0.221,601776121,0.2314,13989202,0.0054,1409903194,0.5422,2600203265,0.139
2017年11月,台南市,373179371,0.1658,293582242,0.1305,36156972,0.0161,1547457799,0.6876,2250376384,0.1203
2017年11月,高雄市,622493386,0.2388,518455339,0.1989,21223459,0.0081,1444764153,0.5542,2606936337,0.1394
2017年11月,宜蘭縣,80145807,0.2826,75945008,0.2678,5771477,0.0203,121765622,0.4293,283627914,0.0152
2017年11月,新竹縣,102406586,0.1249,85361765,0.1041,1627827,0.002,630393262,0.769,819789440,0.0438
2017年11月,苗栗縣,104001111,0.1601,72321688,0.1113,2450333,0.0038,470967207,0.7249,649740339,0.0347
2017年11月,彰化縣,226987804,0.2349,198090816,0.205,37818137,0.0391,503411345,0.521,966308102,0.0517
2017年11月,南投縣,72187147,0.3047,60936722,0.2572,9991897,0.0422,93830168,0.396,236945934,0.0127
2017年11月,雲林縣,130768506,0.2681,80221851,0.1645,33993311,0.0697,242801483,0.4978,487785151,0.0261
2017年11月,嘉義縣,90086564,0.3529,55841692,0.2187,21307009,0.0835,88070366,0.345,255305631,0.0137
2017年11月,屏東縣,161813700,0.3763,106709675,0.2481,62641963,0.1457,98891594,0.23,430056932,0.023
2017年11月,台東縣,34628224,0.4277,33537969,0.4143,2508049,0.031,10280151,0.127,80954393,0.0043
2017年11月,花蓮縣,57332957,0.2666,68819404,0.32,2592268,0.0121,86333157,0.4014,215077786,0.0115
2017年11月,基隆市,60100834,0.4789,48545004,0.3869,8300,0.0001,16833543,0.1341,125487681,0.0067
2017年11月,新竹市,98063615,0.1166,112094208,0.1333,700186,0.0008,630171971,0.7493,841029980,0.045
2017年11月,嘉義市,51689119,0.4657,51711098,0.4659,522881,0.0047,7078367,0.0638,111001465,0.0059
2017年11月,澎湖縣,18003139,0.455,17649977,0.4461,420623,0.0106,3491013,0.0882,39564752,0.0021
2017年11月,金門縣,12040163,0.4256,13222365,0.4674,297619,0.0105,2728032,0.0964,28288179,0.0015
2017年11月,連江縣,2408249,0.3994,3144276,0.5215,14728,0.0024,461914,0.0766,6029167,0.0003
2017年11月,合計,4566286187,0.2441,4388750199,0.2347,259755149,0.0139,9488133620,0.5073,18702925155,1
2017年10月,新北市,942089131,0.4539,652745267,0.3145,2024202,0.001,478580769,0.2306,2075439369,0.1039
2017年10月,台北市,618110397,0.39,926412406,0.5845,1733940,0.0011,38688013,0.0244,1584944756,0.0793
2017年10月,桃園市,534716002,0.2008,458653896,0.1723,3197324,0.0012,1665890130,0.6257,2662457352,0.1333
2017年10月,台中市,628745932,0.2307,634455053,0.2328,16030916,0.0059,1446480936,0.5307,2725712837,0.1364
2017年10月,台南市,417429249,0.1739,326822496,0.1362,42080055,0.0175,1613934159,0.6724,2400265959,0.1202
2017年10月,高雄市,529392788,0.206,557573133,0.217,23591415,0.0092,1459194137,0.5678,2569751473,0.1286
2017年10月,宜蘭縣,96439151,0.3053,79279744,0.251,7458988,0.0236,132732538,0.4202,315910421,0.0158
2017年10月,新竹縣,136189184,0.1494,102739068,0.1127,2097028,0.0023,670717657,0.7356,911742937,0.0456
2017年10月,苗栗縣,104194239,0.1641,75868083,0.1195,2856216,0.0045,452135625,0.712,635054163,0.0318
2017年10月,彰化縣,252950144,0.2452,214218372,0.2076,47999537,0.0465,516488394,0.5006,1031656447,0.0516
2017年10月,南投縣,94018933,0.3435,68266263,0.2494,11836632,0.0432,99569041,0.3638,273690869,0.0137
2017年10月,雲林縣,135146603,0.2595,81163152,0.1559,40990316,0.0787,263466637,0.5059,520766708,0.0261
2017年10月,嘉義縣,88463696,0.3392,57501226,0.2205,25873590,0.0992,88988381,0.3412,260826893,0.0131
2017年10月,屏東縣,153886962,0.3573,110371473,0.2563,68408808,0.1588,98003361,0.2276,430670604,0.0216
2017年10月,台東縣,42293424,0.4555,37411610,0.4029,2775429,0.0299,10375263,0.1117,92855726,0.0046
2017年10月,花蓮縣,72366414,0.3083,72535011,0.309,3138480,0.0134,86669409,0.3693,234709314,0.0117
2017年10月,基隆市,84602124,0.5369,54098886,0.3433,9741,0.0001,18851821,0.1196,157562572,0.0079
2017年10月,新竹市,105782038,0.1179,124178998,0.1384,926369,0.001,666534261,0.7427,897421666,0.0449
2017年10月,嘉義市,57163046,0.4755,54752398,0.4554,664581,0.0055,7636324,0.0635,120216349,0.006
2017年10月,澎湖縣,17549170,0.4485,17253108,0.441,506949,0.013,3817639,0.0976,39126866,0.002
2017年10月,金門縣,12183815,0.4168,13561934,0.4639,356124,0.0122,3133312,0.1072,29235185,0.0015
2017年10月,連江縣,2438831,0.3581,3802509,0.5583,23567,0.0035,545526,0.0801,6810433,0.0003
2017年10月,合計,5126151273,0.2566,4723664086,0.2365,304580207,0.0152,9822433333,0.4917,19976828899,1
2017年09月,新北市,998251487,0.4526,712122603,0.3229,1994183,0.0009,493285637,0.2236,2205653910,0.1088
2017年09月,台北市,664353187,0.3876,1008461728,0.5883,1876966,0.0011,39466989,0.023,1714158870,0.0846
2017年09月,桃園市,451249586,0.1722,469412270,0.1791,3149681,0.0012,1697383727,0.6476,2621195264,0.1293
2017年09月,台中市,622734056,0.2314,654024950,0.2431,15663456,0.0058,1398470978,0.5197,2690893440,0.1328
2017年09月,台南市,391401782,0.1641,320466729,0.1343,39102126,0.0164,1634657100,0.6852,2385627737,0.1177
2017年09月,高雄市,659977656,0.2483,558070671,0.21,21522579,0.0081,1417903499,0.5336,2657474405,0.1311
2017年09月,宜蘭縣,98061861,0.2985,87305762,0.2657,7522987,0.0229,135652236,0.4129,328542846,0.0162
2017年09月,新竹縣,121042507,0.1345,96580421,0.1073,2099664,0.0023,680246192,0.7559,899968784,0.0444
2017年09月,苗栗縣,121917767,0.1849,80726348,0.1224,2710978,0.0041,454112889,0.6886,659467982,0.0325
2017年09月,彰化縣,244680568,0.2394,209364592,0.2049,45532630,0.0446,522399327,0.5112,1021977117,0.0504
2017年09月,南投縣,72041192,0.2898,64132542,0.258,10635278,0.0428,101752389,0.4094,248561401,0.0123
2017年09月,雲林縣,135284560,0.2601,85782630,0.1649,38275854,0.0736,260804449,0.5014,520147493,0.0257
2017年09月,嘉義縣,92983065,0.3562,60515368,0.2318,23524068,0.0901,84049406,0.3219,261071907,0.0129
2017年09月,屏東縣,166488183,0.3764,113214681,0.256,62613381,0.1416,99954933,0.226,442271178,0.0218
2017年09月,台東縣,37907967,0.4262,38050587,0.4278,2744219,0.0309,10233714,0.1151,88936487,0.0044
2017年09月,花蓮縣,65787064,0.2798,77201920,0.3283,3265080,0.0139,88871044,0.378,235125108,0.0116
2017年09月,基隆市,76012139,0.4995,56686108,0.3725,9030,0.0001,19474167,0.128,152181444,0.0075
2017年09月,新竹市,119165767,0.1288,128966663,0.1394,867007,0.0009,675982483,0.7308,924981920,0.0456
2017年09月,嘉義市,54843656,0.4561,57092293,0.4748,602955,0.005,7701170,0.064,120240074,0.0059
2017年09月,澎湖縣,20523644,0.4451,21195265,0.4596,536190,0.0116,3859778,0.0837,46114877,0.0023
2017年09月,金門縣,13778644,0.4074,16254513,0.4806,303622,0.009,3483497,0.103,33820276,0.0017
2017年09月,連江縣,2953558,0.3918,3998553,0.5304,23753,0.0032,562573,0.0746,7538437,0.0004
2017年09月,合計,5231439896,0.2581,4919627197,0.2428,284575687,0.014,9830308177,0.4851,20265950957,1
2017年08月,新北市,896698817,0.4349,653005906,0.3167,2011450,0.001,510303106,0.2475,2062019279,0.1028
2017年08月,台北市,593054712,0.366,984680313,0.6076,1968028,0.0012,40826162,0.0252,1620529215,0.0808
2017年08月,桃園市,509642567,0.1871,470297257,0.1726,3369511,0.0012,1741247126,0.6391,2724556461,0.1359
2017年08月,台中市,578829957,0.2164,621891513,0.2325,15410336,0.0058,1458168905,0.5453,2674300711,0.1334
2017年08月,台南市,390445618,0.1604,321902944,0.1323,38550439,0.0158,1682890715,0.6915,2433789716,0.1214
2017年08月,高雄市,512165545,0.2,550834310,0.2151,21507360,0.0084,1476827623,0.5766,2561334838,0.1277
2017年08月,宜蘭縣,93028203,0.2886,82436159,0.2557,7571247,0.0235,139308216,0.4322,322343825,0.0161
2017年08月,新竹縣,129057344,0.1387,103546906,0.1113,2103370,0.0023,695598183,0.7477,930305803,0.0464
2017年08月,苗栗縣,97998570,0.153,76743554,0.1198,2798041,0.0044,463099045,0.7229,640639210,0.032
2017年08月,彰化縣,234649398,0.2269,213418077,0.2063,45280333,0.0438,540917986,0.523,1034265794,0.0516
2017年08月,南投縣,85894071,0.3201,67392819,0.2512,10429351,0.0389,104587759,0.3898,268304000,0.0134
2017年08月,雲林縣,123944809,0.2431,79632355,0.1562,38407667,0.0753,267800775,0.5253,509785606,0.0254
2017年08月,嘉義縣,80784460,0.324,58416242,0.2343,23261040,0.0933,86872443,0.3484,249334185,0.0124
2017年08月,屏東縣,152019790,0.3573,109171852,0.2566,63879121,0.1501,100365854,0.2359,425436617,0.0212
2017年08月,台東縣,42350809,0.4494,38811424,0.4118,2822243,0.0299,10255294,0.1088,94239770,0.0047
2017年08月,花蓮縣,69979331,0.3144,74527661,0.3348,3347566,0.015,74722186,0.3357,222576744,0.0111
2017年08月,基隆市,81298483,0.5162,56390136,0.3581,9481,0.0001,19789482,0.1257,157487582,0.0079
2017年08月,新竹市,100820826,0.1086,127708201,0.1376,900741,0.001,698696143,0.7528,928125911,0.0463
2017年08月,嘉義市,52225169,0.4545,54409197,0.4735,574853,0.005,7703211,0.067,114912430,0.0057
2017年08月,澎湖縣,17194227,0.4289,18367983,0.4581,532651,0.0133,3998760,0.0997,40093621,0.002
2017年08月,金門縣,11302682,0.3822,14384854,0.4864,303568,0.0103,3585042,0.1212,29576146,0.0015
2017年08月,連江縣,2387203,0.3374,4043446,0.5715,22257,0.0031,622473,0.088,7075379,0.0004
2017年08月,合計,4855772591,0.2422,4782013109,0.2385,285060654,0.0142,10128186489,0.5051,20051032843,1
2017年07月,新北市,761680954,0.3962,666042271,0.3464,1941142,0.001,492908493,0.2564,1922572860,0.0994
2017年07月,台北市,513707148,0.3341,982796052,0.6391,1853035,0.0012,39356508,0.0256,1537712743,0.0795
2017年07月,桃園市,357176276,0.1421,442707780,0.1761,3136467,0.0012,1710608590,0.6805,2513629113,0.1299
